time_s,adc,target,integral,error,kp,ki,output_x100,duty
27.636869192123413,2042,2048,4,6,0.01,0.002,5007,50
27.744282722473145,2055,2048,3,-7,0.01,0.002,4994,50
27.85229182243347,2051,2048,3,-3,0.01,0.002,4998,50
27.959444046020508,2044,2048,3,4,0.01,0.002,5005,50
28.06644368171692,2039,2048,4,9,0.01,0.002,5010,50
28.17410659790039,2048,2048,4,0,0.01,0.002,5001,50
28.281105756759644,2052,2048,4,-4,0.01,0.002,4997,50
28.389105796813965,2052,2048,3,-4,0.01,0.002,4997,50
28.497105836868286,2028,2048,5,20,0.01,0.002,5021,50
28.605107069015503,2046,2048,5,2,0.01,0.002,5003,50
28.711615324020386,2053,2048,5,-5,0.01,0.002,4996,50
28.81961464881897,2050,2048,5,-2,0.01,0.002,4999,50
28.927614212036133,2049,2048,5,-1,0.01,0.002,5000,50
29.035614490509033,2044,2048,5,4,0.01,0.002,5005,50
29.141878843307495,2048,2048,5,0,0.01,0.002,5001,50
29.249232053756714,2049,2048,5,-1,0.01,0.002,5000,50
29.35723352432251,2044,2048,5,4,0.01,0.002,5005,50
29.464232921600342,2047,2048,5,1,0.01,0.002,5002,50
29.57123303413391,2044,2048,6,4,0.01,0.002,5005,50
29.678763151168823,2059,2048,5,-11,0.01,0.002,4990,50
29.78576374053955,2046,2048,5,2,0.01,0.002,5003,50
29.892764568328857,2049,2048,5,-1,0.01,0.002,5000,50
30.000763654708862,2072,2048,2,-24,0.01,0.002,4977,50
30.108764171600342,2060,2048,1,-12,0.01,0.002,4988,50
30.216765880584717,2042,2048,2,6,0.01,0.002,5006,50
30.323781728744507,2045,2048,2,3,0.01,0.002,5004,50
30.430781364440918,2045,2048,2,3,0.01,0.002,5004,50
30.53778076171875,2039,2048,3,9,0.01,0.002,5010,50
30.64478063583374,2041,2048,4,7,0.01,0.002,5008,50
30.751991987228394,2092,2048,0,-44,0.01,0.002,4956,50
30.859346866607666,2065,2048,-1,-17,0.01,0.002,4983,50
30.967346668243408,2040,2048,0,8,0.01,0.002,5008,50
31.074346780776978,2039,2048,0,9,0.01,0.002,5009,50
31.181347608566284,2045,2048,0,3,0.01,0.002,5003,50
31.288346767425537,2041,2048,1,7,0.01,0.002,5007,50
31.395346641540527,2048,2048,1,0,0.01,0.002,5000,50
31.502346754074097,2044,2048,1,4,0.01,0.002,5004,50
31.60934853553772,2050,2048,1,-2,0.01,0.002,4998,50
31.717348337173462,2053,2048,0,-5,0.01,0.002,4995,50
31.82534694671631,2045,2048,1,3,0.01,0.002,5003,50
31.931774616241455,2046,2048,1,2,0.01,0.002,5002,50
32.038774490356445,2047,2048,1,1,0.01,0.002,5001,50
32.145774364471436,2051,2048,1,-3,0.01,0.002,4997,50
32.25377416610718,2046,2048,1,2,0.01,0.002,5002,50
32.36096739768982,2047,2048,1,1,0.01,0.002,5001,50
32.46733355522156,2040,2048,2,8,0.01,0.002,5008,50
32.57433462142944,2049,2048,2,-1,0.01,0.002,4999,50
32.682334423065186,2057,2048,1,-9,0.01,0.002,4991,50
32.791011571884155,2050,2048,1,-2,0.01,0.002,4998,50
32.898011922836304,2042,2048,1,6,0.01,0.002,5006,50
33.00501346588135,2049,2048,1,-1,0.01,0.002,4999,50
33.113011598587036,2052,2048,1,-4,0.01,0.002,4996,50
33.221012353897095,2047,2048,1,1,0.01,0.002,5001,50
33.32801175117493,2048,2048,1,0,0.01,0.002,5000,50
33.43501138687134,2044,2048,1,4,0.01,0.002,5004,50
33.54201149940491,2042,2048,2,6,0.01,0.002,5006,50
33.64901161193848,2036,2048,3,12,0.01,0.002,5013,50
33.75701594352722,2084,2048,0,-36,0.01,0.002,4964,50
33.86501169204712,2037,2400,36,363,0.01,0.002,5370,54
33.97318506240845,2060,2400,70,340,0.01,0.002,5354,54
34.08153033256531,2072,2400,102,328,0.01,0.002,5349,53
34.18953037261963,2077,2400,135,323,0.01,0.002,5350,54
34.297531604766846,2097,2400,165,303,0.01,0.002,5336,53
34.40552997589111,2101,2400,195,299,0.01,0.002,5338,53
34.51353049278259,2111,2400,224,289,0.01,0.002,5334,53
34.621057987213135,2119,2400,252,281,0.01,0.002,5331,53
34.72905969619751,2119,2400,280,281,0.01,0.002,5337,53
34.83705806732178,2124,2400,308,276,0.01,0.002,5338,53
34.945059061050415,2135,2400,334,265,0.01,0.002,5332,53
35.05305790901184,2130,2400,361,270,0.01,0.002,5342,53
35.16105818748474,2140,2400,387,260,0.01,0.002,5338,53
35.26905798912048,2148,2400,412,252,0.01,0.002,5335,53
35.377058267593384,2149,2400,437,251,0.01,0.002,5339,53
35.48405838012695,2154,2400,462,246,0.01,0.002,5339,53
35.592312812805176,2146,2400,487,254,0.01,0.002,5352,54
35.70073962211609,2152,2400,512,248,0.01,0.002,5351,54
35.80884623527527,2160,2400,536,240,0.01,0.002,5347,53
35.91684675216675,2160,2400,560,240,0.01,0.002,5352,54
36.02384805679321,2133,2400,587,267,0.01,0.002,5384,54
36.13184690475464,2162,2400,611,238,0.01,0.002,5360,54
36.24003553390503,2172,2400,634,228,0.01,0.002,5355,54
36.348036766052246,2166,2400,657,234,0.01,0.002,5365,54
36.456034660339355,2173,2400,680,227,0.01,0.002,5363,54
36.56403636932373,2173,2400,702,227,0.01,0.002,5368,54
36.67218780517578,2180,2400,724,220,0.01,0.002,5365,54
36.78031253814697,2176,2400,747,224,0.01,0.002,5373,54
36.888312101364136,2179,2400,769,221,0.01,0.002,5375,54
36.996312379837036,2178,2400,791,222,0.01,0.002,5380,54
37.103312492370605,2089,2400,822,311,0.01,0.002,5476,55
37.211527824401855,2185,2400,844,215,0.01,0.002,5384,54
37.31988763809204,2139,2400,870,261,0.01,0.002,5435,54
37.42788910865784,2201,2400,890,199,0.01,0.002,5377,54
37.535887241363525,2193,2400,910,207,0.01,0.002,5389,54
37.64388680458069,2229,2400,927,171,0.01,0.002,5357,54
37.75188732147217,2199,2400,948,201,0.01,0.002,5391,54
37.85988759994507,2192,2400,968,208,0.01,0.002,5402,54
37.96788763999939,2196,2400,989,204,0.01,0.002,5402,54
38.075886726379395,2194,2400,1009,206,0.01,0.002,5408,54
38.182886838912964,2202,2400,1029,198,0.01,0.002,5404,54
38.29088759422302,2201,2400,1049,199,0.01,0.002,5409,54
38.399404764175415,2204,2400,1069,196,0.01,0.002,5410,54
38.507404804229736,2198,2400,1089,202,0.01,0.002,5420,54
38.61540460586548,2174,2400,1111,226,0.01,0.002,5448,54
38.7234046459198,2208,2400,1131,192,0.01,0.002,5418,54
38.83123564720154,2204,2400,1150,196,0.01,0.002,5426,54
38.93941378593445,2200,2400,1170,200,0.01,0.002,5434,54
39.046630859375,2209,2400,1189,191,0.01,0.002,5429,54
39.15462946891785,2205,2400,1209,195,0.01,0.002,5437,54
39.26262950897217,2220,2400,1227,180,0.01,0.002,5425,54
39.3706328868866,2209,2400,1246,191,0.01,0.002,5440,54
39.47862935066223,2213,2400,1265,187,0.01,0.002,5440,54
39.58662986755371,2212,2400,1283,188,0.01,0.002,5445,54
39.69462966918945,2213,2400,1302,187,0.01,0.002,5448,54
39.802629470825195,2212,2400,1321,188,0.01,0.002,5452,55
39.91062951087952,2220,2400,1339,180,0.01,0.002,5448,54
40.01862955093384,2214,2400,1357,186,0.01,0.002,5458,55
40.126631021499634,2228,2400,1375,172,0.01,0.002,5447,54
40.23462963104248,2225,2400,1392,175,0.01,0.002,5454,55
40.3426296710968,2224,2400,1410,176,0.01,0.002,5458,55
40.4508376121521,2225,2400,1427,175,0.01,0.002,5461,55
40.558655977249146,2225,2400,1445,175,0.01,0.002,5464,55
40.66670489311218,2225,2400,1462,175,0.01,0.002,5468,55
40.774704456329346,2227,2400,1480,173,0.01,0.002,5469,55
40.88277769088745,2228,2400,1497,172,0.01,0.002,5471,55
40.989776849746704,2249,2400,1512,151,0.01,0.002,5453,55
41.097776889801025,2188,2400,1533,212,0.01,0.002,5519,55
41.20577645301819,2234,2400,1550,166,0.01,0.002,5476,55
41.31377696990967,2238,2400,1566,162,0.01,0.002,5475,55
41.42177748680115,2231,2400,1583,169,0.01,0.002,5486,55
41.52977800369263,2228,2400,1600,172,0.01,0.002,5492,55
41.63777804374695,2236,2400,1616,164,0.01,0.002,5487,55
41.745776891708374,2239,2400,1632,161,0.01,0.002,5488,55
41.853776931762695,2235,2400,1649,165,0.01,0.002,5495,55
41.96177673339844,2238,2400,1665,162,0.01,0.002,5495,55
42.07006049156189,2237,2400,1681,163,0.01,0.002,5499,55
42.177403926849365,2232,2400,1698,168,0.01,0.002,5508,55
42.28540301322937,2249,2400,1713,151,0.01,0.002,5494,55
42.39340305328369,2245,2400,1729,155,0.01,0.002,5501,55
42.50140309333801,2239,2400,1745,161,0.01,0.002,5510,55
42.60948371887207,2249,2400,1760,151,0.01,0.002,5503,55
42.71704959869385,2244,2400,1776,156,0.01,0.002,5511,55
42.825045585632324,2241,2400,1792,159,0.01,0.002,5517,55
42.93304681777954,2251,2400,1806,149,0.01,0.002,5510,55
43.04108715057373,2245,2400,1822,155,0.01,0.002,5520,55
